775903`JLA`2024-04-04 00:00:00.000`0.0`0.0`0`0`
775903`JLA`2024-04-03 00:00:00.000`0.0`3.0`15`0`
775902`GV`2024-04-03 00:00:00.000`0.0`1.25`16`0`
775901`KJF`2024-03-27 00:00:00.000`0.0`0.47999999999999998`16`0`
775900`KJF`2024-03-26 00:00:00.000`0.0`1.6200000000000001`16`0`
775899`JZ`2024-03-25 00:00:00.000`0.0`0.29999999999999999`16`0`
775898`AH`2024-03-22 00:00:00.000`0.0`4.2000000000000002`16`2`
775897`NR`2024-03-18 00:00:00.000`0.0`1.6200000000000001`18`0`
775896`ZN`2024-03-15 00:00:00.000`0.0`2.7000000000000002`18`0`
775896`AMH`2024-03-11 00:00:00.000`0.0`1.2`0`0`
775895`JRL`2024-03-08 00:00:00.000`0.0`1.1299999999999999`18`0`
775894`KJF`2024-03-26 00:00:00.000`0.0`2.1000000000000001`0`0`
775894`KJF`2024-03-27 00:00:00.000`0.0`1.1200000000000001`42`0`
775893`JRL`2024-03-07 00:00:00.000`0.0`2.6299999999999999`42`0`
775884`GV`2024-04-04 00:00:00.000`0.0`1.0`0`0`
775884`GV`2024-04-05 00:00:00.000`0.0`0.5`42`0`
775883`AMH`2024-03-12 00:00:00.000`0.0`2.7999999999999998`0`0`
775883`ITA`2024-03-16 00:00:00.000`0.0`2.6499999999999999`42`0`
775865`JZ`2024-04-15 00:00:00.000`0.0`7.0000000000000007E-2`2`0`
775864`JZ`2024-04-15 00:00:00.000`0.0`0.13`2`0`
775863`TJ`2024-04-12 00:00:00.000`0.0`4.5`1`0`
775863`TJ`2024-04-15 00:00:00.000`0.0`2.98`1`0`
775862`CF`2024-04-10 00:00:00.000`0.0`1.53`2`0`
775861`CF`2024-04-10 00:00:00.000`0.0`3.75`2`0`
775860`CHK`2024-04-05 00:00:00.000`0.0`0.5`0`0`
775860`CHK`2024-04-06 00:00:00.000`0.0`1.25`2`0`
775859`JPK`2024-03-26 00:00:00.000`0.0`1.5`2`0`
775858`EU`2024-03-25 00:00:00.000`0.0`8.0000000000000002E-2`2`0`
775857`CA`2024-03-22 00:00:00.000`0.0`6.1500000000000004`2`0`
775857`CA`2024-03-21 00:00:00.000`0.0`7.9800000000000004`0`0`
775856`JZ`2024-03-18 00:00:00.000`0.0`0.46999999999999997`2`0`
775855`EU`2024-03-16 00:00:00.000`0.0`7.0`2`0`
775854`JPK`2024-03-15 00:00:00.000`0.0`1.25`2`0`
775853`CHK`2024-03-15 00:00:00.000`0.0`0.5`2`0`
775852`CHK`2024-03-15 00:00:00.000`0.0`3.0`2`0`
775852`CHK`2024-03-14 00:00:00.000`0.0`2.5`0`0`
775851`CHK`2024-03-05 00:00:00.000`0.0`0.0`2`0`
775743`BS`2024-04-16 00:00:00.000`0.0`0.25`7`0`
775742`DJH`2024-04-08 00:00:00.000`0.0`0.10000000000000001`7`0`
775740`NR`2024-03-18 00:00:00.000`0.0`4.4299999999999997`0`0`
775740`NR`2024-03-19 00:00:00.000`0.0`4.4199999999999999`7`1`
775739`EH`2024-03-14 00:00:00.000`0.0`6.3700000000000001`0`0`
775739`EH`2024-03-18 00:00:00.000`0.0`4.0`8`2`
775739`EH`2024-03-15 00:00:00.000`0.0`4.5`0`0`
775738`JRL`2024-03-14 00:00:00.000`0.0`1.3300000000000001`8`0`
775738`JRL`2024-03-18 00:00:00.000`0.0`0.34999999999999998`2`0`
775736`JLA`2024-04-16 00:00:00.000`0.0`1.6299999999999999`14`0`
775735`AMH`2024-04-09 00:00:00.000`0.0`0.29999999999999999`14`0`
775733`JZ`2024-03-27 00:00:00.000`0.0`0.20000000000000001`14`0`
775732`NR`2024-03-27 00:00:00.000`0.0`2.0`14`1`
775731`DT`2024-03-26 00:00:00.000`0.0`1.25`15`0`
775730`TJ`2024-03-21 00:00:00.000`0.0`2.2000000000000002`9`0`
775730`TJ`2024-03-22 00:00:00.000`0.0`0.90000000000000002`6`0`
775729`ITA`2024-03-19 00:00:00.000`0.0`2.3700000000000001`15`0`
775728`JRL`2024-03-15 00:00:00.000`0.0`1.5`15`0`
775709`JLA`2024-04-12 00:00:00.000`0.0`0.57999999999999996`4`0`
775708`NV`2024-04-12 00:00:00.000`0.0`0.25`10`0`
775707`JZ`2024-04-11 00:00:00.000`0.0`0.17999999999999999`10`0`
775706`JZ`2024-04-11 00:00:00.000`0.0`0.38`10`0`
775705`EU`2024-04-11 00:00:00.000`0.0`4.8099999999999996`10`0`
775704`CF`2024-04-04 00:00:00.000`0.0`3.9399999999999999`0`0`
775704`CF`2024-04-08 00:00:00.000`0.0`4.5`10`0`
775703`NV`2024-03-26 00:00:00.000`0.0`2.5`0`0`
775703`NV`2024-03-27 00:00:00.000`0.0`2.5`10`0`
775702`EH`2024-03-25 00:00:00.000`0.0`5.5300000000000002`10`0`
775701`KJF`2024-03-23 00:00:00.000`0.0`3.5299999999999998`10`0`
775700`NV`2024-03-19 00:00:00.000`0.0`2.0`0`0`
775700`KJR`2024-03-22 00:00:00.000`0.0`3.0`10`0`
775700`NV`2024-03-20 00:00:00.000`0.0`1.0`0`0`
775699`JRL`2024-03-12 00:00:00.000`0.0`1.9199999999999999`10`0`
775698`JLA`2024-04-12 00:00:00.000`0.0`0.42999999999999999`0`0`
775698`JLA`2024-04-15 00:00:00.000`0.0`0.59999999999999998`0`0`
775697`NV`2024-04-11 00:00:00.000`0.0`0.25`10`0`
775696`JZ`2024-04-11 00:00:00.000`0.0`0.45000000000000001`10`0`
775695`EU`2024-04-10 00:00:00.000`0.0`3.75`7`0`
775695`EU`2024-04-11 00:00:00.000`0.0`1.5`3`0`
775694`CF`2024-04-09 00:00:00.000`0.0`2.0`10`0`
775694`CF`2024-04-08 00:00:00.000`0.0`3.5499999999999998`0`0`
775693`NV`2024-03-27 00:00:00.000`0.0`3.5`0`0`
775693`NV`2024-03-28 00:00:00.000`0.0`2.0`10`0`
775692`EH`2024-03-26 00:00:00.000`0.0`2.25`10`0`
775692`EH`2024-03-25 00:00:00.000`0.0`5.0300000000000002`0`0`
775691`KJF`2024-03-23 00:00:00.000`0.0`3.52`10`0`
775690`KJR`2024-03-21 00:00:00.000`0.0`3.52`0`0`
775690`NV`2024-03-19 00:00:00.000`0.0`0.0`0`0`
775690`NV`2024-03-20 00:00:00.000`0.0`3.0`0`0`
775689`JRL`2024-03-13 00:00:00.000`0.0`1.9199999999999999`10`0`
775680`JLA`2024-04-16 00:00:00.000`0.0`2.98`6`0`
775679`CHK`2024-04-05 00:00:00.000`0.0`2.5`6`0`
775678`EU`2024-04-01 00:00:00.000`0.0`8.0000000000000002E-2`6`0`
775677`CA`2024-04-01 00:00:00.000`0.0`6.0`3`0`
775677`CA`2024-04-02 00:00:00.000`0.0`10.0`6`0`
775676`CA`2024-03-25 00:00:00.000`0.0`12.0`3`0`
775676`CA`2024-03-29 00:00:00.000`0.0`3.0`0`0`
775675`JZ`2024-03-20 00:00:00.000`0.0`0.45000000000000001`6`0`
775675`JZ`2024-03-20 00:00:00.000`0.0`0.17999999999999999`6`0`
775674`JZ`2024-03-19 00:00:00.000`0.0`1.48`0`0`
775673`AH`2024-03-15 00:00:00.000`0.0`7.7999999999999998`2`1`
775673`AH`2024-03-14 00:00:00.000`0.0`11.58`4`0`
775672`CHK`2024-03-13 00:00:00.000`0.0`3.5`0`0`
775672`CHK`2024-03-14 00:00:00.000`0.0`0.5`8`0`
775671`CHK`2024-03-13 00:00:00.000`0.0`6.0`8`0`
775671`CHK`2024-03-12 00:00:00.000`0.0`1.5`0`0`
775670`CHK`2024-03-05 00:00:00.000`0.0`0.0`8`0`
775665`CA`2024-04-17 00:00:00.000`0.0`0.0`0`0`
775665`CA`2024-04-16 00:00:00.000`0.0`8.5700000000000003`0`0`
775664`JZ`2024-04-03 00:00:00.000`0.0`0.13`15`0`
775663`JZ`2024-04-03 00:00:00.000`0.0`0.59999999999999998`15`0`
775662`EU`2024-03-28 00:00:00.000`0.0`7.3300000000000001`11`0`
775662`EU`2024-03-29 00:00:00.000`0.0`3.0`4`0`
775661`JPK`2024-03-25 00:00:00.000`0.0`2.0`15`0`
775660`AE`2024-03-21 00:00:00.000`0.0`8.0`0`0`
775660`AE`2024-03-22 00:00:00.000`0.0`1.5`15`0`
775659`ZN`2024-03-13 00:00:00.000`0.0`2.1299999999999999`15`0`
775659`GV`2024-03-13 00:00:00.000`0.0`2.5`0`0`
775659`ZN`2024-03-12 00:00:00.000`0.0`1.7`0`0`
775658`JRL`2024-03-11 00:00:00.000`0.0`2.0`15`0`
775519`JLA`2024-04-12 00:00:00.000`0.0`0.65000000000000002`0`0`
775518`DT`2024-04-10 00:00:00.000`0.0`0.20000000000000001`4`0`
775517`GV`2024-04-08 00:00:00.000`0.0`2.3300000000000001`0`0`
775517`GV`2024-04-10 00:00:00.000`0.0`3.5`4`0`
775516`EU`2024-03-25 00:00:00.000`0.0`8.0000000000000002E-2`4`0`
775515`CA`2024-03-25 00:00:00.000`0.0`12.0`4`0`
775514`DT`2024-03-21 00:00:00.000`0.0`0.40999999999999998`4`0`
775513`AH`2024-03-21 00:00:00.000`0.0`2.1200000000000001`4`0`
775512`ZN`2024-03-18 00:00:00.000`0.0`0.40000000000000002`0`0`
775512`ZN`2024-03-19 00:00:00.000`0.0`1.1799999999999999`4`0`
775511`JRL`2024-03-13 00:00:00.000`0.0`0.40000000000000002`4`0`
775494`AMH`2024-04-10 00:00:00.000`0.0`0.20000000000000001`6`0`
775493`JZ`2024-04-09 00:00:00.000`0.0`0.53000000000000003`6`0`
775492`EU`2024-04-08 00:00:00.000`0.0`6.0`5`0`
775492`EU`2024-04-09 00:00:00.000`0.0`1.3300000000000001`1`0`
775491`AE`2024-03-25 00:00:00.000`0.0`1.25`6`0`
775491`AE`2024-03-22 00:00:00.000`0.0`6.0`0`0`
775490`EH`2024-03-19 00:00:00.000`0.0`1.9199999999999999`0`0`
775490`EH`2024-03-21 00:00:00.000`0.0`3.0`6`0`
775490`EH`2024-03-20 00:00:00.000`0.0`6.0`0`0`
775489`JRL`2024-03-12 00:00:00.000`0.0`1.2`6`0`
774928`JLA`2024-04-09 00:00:00.000`0.0`5.1299999999999999`4`0`
774926`CF`2024-04-16 00:00:00.000`0.0`3.5699999999999998`4`0`
774925`CHK`2024-04-11 00:00:00.000`0.0`0.75`0`0`
774925`CHK`2024-04-12 00:00:00.000`0.0`1.0`4`0`
774924`TM`2024-04-11 00:00:00.000`0.0`1.3`4`0`
774923`ITA`2024-04-10 00:00:00.000`0.0`2.3599999999999999`4`0`
774922`AMH`2024-04-01 00:00:00.000`0.0`0.29999999999999999`2`0`
774921`EU`2024-03-25 00:00:00.000`0.0`8.0000000000000002E-2`4`0`
774920`CA`2024-03-22 00:00:00.000`0.0`6.4800000000000004`2`0`
774920`CA`2024-03-21 00:00:00.000`0.0`7.9800000000000004`0`0`
774920`CA`2024-03-20 00:00:00.000`0.0`0.75`0`0`
774919`CA`2024-03-22 00:00:00.000`0.0`6.4800000000000004`2`0`
774919`CA`2024-03-21 00:00:00.000`0.0`7.9800000000000004`0`0`
774919`CA`2024-03-20 00:00:00.000`0.0`3.7799999999999998`0`0`
774918`JZ`2024-03-12 00:00:00.000`0.0`0.40000000000000002`4`0`
774917`AH`2024-03-08 00:00:00.000`0.0`0.59999999999999998`0`0`
774917`AH`2024-03-09 00:00:00.000`0.0`6.0`2`0`
774917`AH`2024-03-11 00:00:00.000`0.0`5.3300000000000001`2`0`
774916`CHK`2024-03-08 00:00:00.000`0.0`0.75`4`0`
774915`CHK`2024-03-07 00:00:00.000`0.0`2.5`0`0`
774915`CHK`2024-03-08 00:00:00.000`0.0`5.5`4`0`
774914`AMH`2024-03-06 00:00:00.000`0.0`0.29999999999999999`4`0`
774843`NR`2024-04-15 00:00:00.000`0.0`2.0299999999999998`8`0`
774842`DT`2024-04-03 00:00:00.000`0.0`0.75`8`0`
774841`EU`2024-04-01 00:00:00.000`0.0`2.0`5`0`
774841`EU`2024-04-02 00:00:00.000`0.0`1.3300000000000001`3`0`
774840`AB`2024-04-01 00:00:00.000`0.0`0.5`0`0`
774840`AB`2024-04-01 00:00:00.000`0.0`3.75`8`0`
774839`JRL`2024-03-12 00:00:00.000`0.0`0.67000000000000004`8`0`
774613`DT`2024-04-15 00:00:00.000`0.0`1.0800000000000001`4`0`
774612`EU`2024-04-15 00:00:00.000`0.0`1.4099999999999999`4`0`
774611`JT`2024-04-11 00:00:00.000`0.0`1.0`0`0`
774611`JT`2024-04-12 00:00:00.000`0.0`0.47999999999999998`4`0`
774610`NR`2024-04-11 00:00:00.000`0.0`0.75`4`0`
774609`JT`2024-04-09 00:00:00.000`0.0`2.52`0`0`
774609`JT`2024-04-09 00:00:00.000`0.0`0.91000000000000003`0`0`
774609`JT`2024-04-10 00:00:00.000`0.0`2.5`4`0`
774608`JRL`2024-04-03 00:00:00.000`0.0`0.67000000000000004`4`0`
774437`DJH`2024-04-12 00:00:00.000`0.0`0.29999999999999999`6`0`
774436`JZ`2024-04-11 00:00:00.000`0.0`8.0000000000000002E-2`6`0`
774435`JZ`2024-04-10 00:00:00.000`0.0`0.12`6`0`
774434`JLA`2024-04-10 00:00:00.000`0.0`0.94999999999999996`6`0`
774432`KJF`2024-03-27 00:00:00.000`0.0`0.17999999999999999`6`0`
774431`KJF`2024-03-26 00:00:00.000`0.0`0.34999999999999998`6`0`
774430`DT`2024-03-25 00:00:00.000`0.0`0.25`6`0`
774429`AH`2024-03-23 00:00:00.000`0.0`0.0`0`0`
774429`AH`2024-03-23 00:00:00.000`0.0`1.0`6`0`
774428`NJW`2024-03-15 00:00:00.000`0.0`0.97999999999999998`6`0`
774428`NJW`2024-03-14 00:00:00.000`0.0`0.0`0`0`
774426`JRL`2024-03-11 00:00:00.000`0.0`0.38`6`0`
774385`DJH`2024-04-12 00:00:00.000`0.0`0.29999999999999999`42`0`
774384`JZ`2024-04-10 00:00:00.000`0.0`0.32000000000000001`42`0`
774383`JZ`2024-04-10 00:00:00.000`0.0`0.40000000000000002`42`0`
774382`NR`2024-04-08 00:00:00.000`0.0`12.880000000000001`0`0`
774382`NR`2024-04-09 00:00:00.000`0.0`0.5`0`0`
774382`NJW`2024-04-09 00:00:00.000`0.0`7.2199999999999998`42`0`
774381`JLA`2024-04-08 00:00:00.000`0.0`8.0299999999999994`42`0`
774379`KJF`2024-03-27 00:00:00.000`0.0`0.52000000000000002`42`0`
774377`JZ`2024-03-25 00:00:00.000`0.0`0.57999999999999996`42`0`
774376`EU`2024-03-25 00:00:00.000`0.0`4.3300000000000001`17`0`
774376`AH`2024-03-23 00:00:00.000`0.0`6.25`25`0`
774375`NJW`2024-03-18 00:00:00.000`0.0`2.9300000000000002`42`0`
774185`CH`2024-04-15 00:00:00.000`0.0`0.5`6`0`
774184`ZN`2024-04-06 00:00:00.000`0.0`0.40000000000000002`0`0`
774184`ZN`2024-04-08 00:00:00.000`0.0`2.3999999999999999`6`0`
774183`KJF`2024-02-26 00:00:00.000`0.0`0.38`6`0`
774149`DT`2024-04-15 00:00:00.000`0.0`1.75`21`0`
774148`EU`2024-04-12 00:00:00.000`0.0`2.3300000000000001`21`0`
774147`AMH`2024-04-09 00:00:00.000`0.0`0.29999999999999999`21`0`
774142`KJF`2024-04-17 00:00:00.000`0.0`0.0`0`0`
774141`CF`2024-04-16 00:00:00.000`0.0`0.25`31`0`
774140`TJ`2024-04-16 00:00:00.000`0.0`0.47999999999999998`31`0`
774139`TJ`2024-04-16 00:00:00.000`0.0`0.25`31`0`
774138`AMH`2024-04-15 00:00:00.000`0.0`0.29999999999999999`31`0`
774136`DT`2024-03-21 00:00:00.000`0.0`2.25`31`0`
774136`JZ`2024-03-20 00:00:00.000`0.0`0.41999999999999998`0`0`
774134`TJ`2024-03-15 00:00:00.000`0.0`4.8300000000000001`29`0`
774134`TJ`2024-03-14 00:00:00.000`0.0`1.5`3`0`
774133`CF`2024-03-12 00:00:00.000`0.0`1.4399999999999999`32`0`
774133`CF`2024-03-11 00:00:00.000`0.0`4.75`0`0`
774132`KJF`2024-03-08 00:00:00.000`0.0`7.9299999999999997`32`0`
774131`ZN`2024-03-05 00:00:00.000`0.0`5.1200000000000001`0`0`
774131`ZN`2024-03-06 00:00:00.000`0.0`9.3499999999999996`0`0`
774131`ZN`2024-03-07 00:00:00.000`0.0`5.5999999999999996`32`0`
774130`ZN`2024-02-28 00:00:00.000`0.0`0.46999999999999997`32`0`
774082`AMH`2024-03-07 00:00:00.000`0.0`0.29999999999999999`14`0`
774081`DT`2024-03-06 00:00:00.000`0.0`1.25`14`0`
774080`TJ`2024-03-05 00:00:00.000`0.0`1.75`6`0`
774080`AMH`2024-03-07 00:00:00.000`0.0`0.29999999999999999`8`0`
774079`ZN`2024-03-05 00:00:00.000`0.0`1.5`14`0`
774079`ZN`2024-03-04 00:00:00.000`0.0`0.34999999999999998`1`0`
774078`KJF`2024-02-26 00:00:00.000`0.0`0.56999999999999995`14`0`
774025`EU`2024-04-15 00:00:00.000`0.0`8.0000000000000002E-2`4`0`
774024`CA`2024-04-10 00:00:00.000`0.0`4.5199999999999996`0`0`
774024`CA`2024-04-12 00:00:00.000`0.0`8.9700000000000006`0`0`
774024`CA`2024-04-15 00:00:00.000`0.0`4.29`4`0`
774023`JZ`2024-03-19 00:00:00.000`0.0`0.12`4`0`
774022`JZ`2024-03-19 00:00:00.000`0.0`0.23000000000000001`4`0`
774021`EU`2024-03-14 00:00:00.000`0.0`2.6600000000000001`4`0`
774020`JPK`2024-03-07 00:00:00.000`0.0`1.0`4`0`
774019`ITA`2024-03-06 00:00:00.000`0.0`1.8`4`0`
774018`JRL`2024-03-05 00:00:00.000`0.0`0.67000000000000004`4`0`
773930`TM`2024-04-16 00:00:00.000`0.0`5.7300000000000004`10`0`
773929`TM`2024-04-16 00:00:00.000`0.0`0.0`10`0`
773928`JZ`2024-04-04 00:00:00.000`0.0`4.2800000000000002`10`0`
773927`CHK`2024-04-03 00:00:00.000`0.0`7.0`0`0`
773927`CHK`2024-04-04 00:00:00.000`0.0`2.0`10`0`
773926`AE`2024-03-28 00:00:00.000`0.0`4.0`0`0`
773925`BS`2024-03-27 00:00:00.000`0.0`6.0`0`0`
773925`BS`2024-03-28 00:00:00.000`0.0`2.0`10`0`
773924`JRL`2024-02-28 00:00:00.000`0.0`4.0`10`0`
773867`AMH`2024-03-22 00:00:00.000`0.0`0.29999999999999999`1`0`
773865`EU`2024-02-29 00:00:00.000`0.0`1.25`1`0`
773864`AH`2024-02-28 00:00:00.000`0.0`1.0`1`0`
773836`DJH`2024-03-05 00:00:00.000`0.0`0.29999999999999999`1`0`
773834`DT`2024-03-04 00:00:00.000`0.0`0.10000000000000001`1`0`
773833`AH`2024-03-04 00:00:00.000`0.0`0.16`1`0`
773832`EU`2024-03-04 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
773831`CA`2024-03-04 00:00:00.000`0.0`7.3300000000000001`1`0`
773831`CA`2024-03-01 00:00:00.000`0.0`8.0800000000000001`0`0`
773830`DT`2024-02-29 00:00:00.000`0.0`0.12`1`0`
773829`EU`2024-02-29 00:00:00.000`0.0`2.1600000000000001`1`0`
773828`AH`2024-02-28 00:00:00.000`0.0`1.5`1`0`
773827`ITA`2024-02-27 00:00:00.000`0.0`1.5`1`0`
773826`JRL`2024-02-20 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
773322`JLA`2024-04-15 00:00:00.000`0.0`0.33000000000000002`2`0`
773321`EH`2024-04-15 00:00:00.000`0.0`3.0`2`0`
773320`EU`2024-04-01 00:00:00.000`0.0`8.0000000000000002E-2`2`0`
773319`CA`2024-04-01 00:00:00.000`0.0`6.0`2`0`
773319`CA`2024-03-29 00:00:00.000`0.0`3.0`0`0`
773318`JZ`2024-03-25 00:00:00.000`0.0`7.0000000000000007E-2`2`0`
773317`JZ`2024-03-25 00:00:00.000`0.0`0.22`2`0`
773316`EU`2024-03-14 00:00:00.000`0.0`3.4100000000000001`2`0`
773315`JPK`2024-03-11 00:00:00.000`0.0`1.0`2`0`
773314`AE`2024-03-05 00:00:00.000`0.0`3.5`2`0`
773313`EH`2024-03-04 00:00:00.000`0.0`3.3700000000000001`0`0`
773313`EH`2024-03-05 00:00:00.000`0.0`1.25`2`0`
773312`AMH`2024-03-01 00:00:00.000`0.0`0.51000000000000001`2`0`
773161`AMH`2024-04-09 00:00:00.000`0.0`0.29999999999999999`1`0`
773159`DT`2024-03-26 00:00:00.000`0.0`0.10000000000000001`1`0`
773158`TJ`2024-03-22 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
773157`AH`2024-03-22 00:00:00.000`0.0`0.10000000000000001`1`0`
773155`DT`2024-02-29 00:00:00.000`0.0`0.12`1`0`
773152`ITA`2024-02-27 00:00:00.000`0.0`1.5`1`0`
773151`JRL`2024-02-20 00:00:00.000`0.0`8.0000000000000002E-2`1`0`
772985`JLA`2024-04-12 00:00:00.000`0.0`1.3999999999999999`12`0`
772984`ZN`2024-03-26 00:00:00.000`0.0`2.77`12`0`
772983`AH`2024-03-18 00:00:00.000`0.0`0.16`12`0`
772982`CA`2024-03-15 00:00:00.000`0.0`7.8300000000000001`0`0`
772982`CA`2024-03-18 00:00:00.000`0.0`2.0`6`0`
772981`CA`2024-03-15 00:00:00.000`0.0`7.8200000000000003`0`0`
772981`CA`2024-03-18 00:00:00.000`0.0`2.0`6`0`
772980`JZ`2024-03-05 00:00:00.000`0.0`0.20000000000000001`12`0`
772979`JZ`2024-03-05 00:00:00.000`0.0`0.53000000000000003`12`0`
772978`EU`2024-02-27 00:00:00.000`0.0`10.5`12`0`
772977`JPK`2024-02-26 00:00:00.000`0.0`3.0`12`0`
772976`AE`2024-02-22 00:00:00.000`0.0`3.0`0`0`
772976`AE`2024-02-23 00:00:00.000`0.0`5.0`12`0`
772975`ITA`2024-02-21 00:00:00.000`0.0`4.0`0`0`
772975`ITA`2024-02-22 00:00:00.000`0.0`0.5`12`0`
772974`JRL`2024-02-19 00:00:00.000`0.0`2.0499999999999998`12`0`
772973`JLA`2024-04-16 00:00:00.000`0.0`0.37`0`0`
772973`JLA`2024-04-17 00:00:00.000`0.0`0.0`0`0`
772972`MB`2024-03-21 00:00:00.000`0.0`0.75`0`0`
772972`MB`2024-03-22 00:00:00.000`0.0`0.5`10`0`
772971`AH`2024-03-11 00:00:00.000`0.0`0.16`10`0`
772970`CA`2024-03-11 00:00:00.000`0.0`5.0`10`0`
772970`CA`2024-03-06 00:00:00.000`0.0`1.0`0`0`
772969`JZ`2024-02-29 00:00:00.000`0.0`0.28000000000000003`10`0`
772968`JZ`2024-02-29 00:00:00.000`0.0`2.0299999999999998`10`0`
772967`EU`2024-02-26 00:00:00.000`0.0`7.0`10`0`
772966`JPK`2024-02-23 00:00:00.000`0.0`2.0`10`0`
772965`AB`2024-02-22 00:00:00.000`0.0`1.0`0`0`
772965`AB`2024-02-23 00:00:00.000`0.0`3.5`10`0`
772964`JRL`2024-02-22 00:00:00.000`0.0`1.3300000000000001`10`0`
772845`EU`2024-04-15 00:00:00.000`0.0`7.25`12`0`
772845`EU`2024-04-12 00:00:00.000`0.0`2.1600000000000001`3`0`
772844`AMH`2024-03-11 00:00:00.000`0.0`0.29999999999999999`15`0`
772426`AMH`2024-02-20 00:00:00.000`0.0`0.29999999999999999`1`0`
772425`AMH`2024-02-20 00:00:00.000`0.0`0.20000000000000001`1`0`
771554`JLA`2024-04-15 00:00:00.000`0.0`0.56999999999999995`6`0`
771553`JLA`2024-04-08 00:00:00.000`0.0`0.41999999999999998`0`0`
771553`EH`2024-04-04 00:00:00.000`0.0`0.97999999999999998`0`0`
771553`EH`2024-04-05 00:00:00.000`0.0`1.5`10`0`
771552`AH`2024-03-11 00:00:00.000`0.0`0.16`10`0`
771551`CA`2024-03-11 00:00:00.000`0.0`6.0`5`0`
771550`CA`2024-03-08 00:00:00.000`0.0`1.0`0`0`
771550`CA`2024-03-11 00:00:00.000`0.0`5.0`5`0`
771549`JZ`2024-03-05 00:00:00.000`0.0`0.17000000000000001`10`0`
771548`JZ`2024-03-05 00:00:00.000`0.0`0.28000000000000003`10`0`
771547`EU`2024-02-19 00:00:00.000`0.0`2.1600000000000001`2`0`
771547`EU`2024-02-20 00:00:00.000`0.0`8.0`8`0`
771546`JPK`2024-02-16 00:00:00.000`0.0`4.25`10`0`
771545`NV`2024-02-15 00:00:00.000`0.0`3.75`0`0`
771545`NV`2024-02-16 00:00:00.000`0.0`1.0`8`0`
771544`JRL`2024-02-13 00:00:00.000`0.0`1.6699999999999999`10`0`
770430`NJW`2024-04-16 00:00:00.000`0.0`1.75`12`0`
770429`JT`2024-04-08 00:00:00.000`0.0`2.75`0`0`
770429`JT`2024-04-09 00:00:00.000`0.0`0.28000000000000003`12`0`
770429`JT`2024-02-14 00:00:00.000`0.0`1.78`0`0`
770428`TM`2024-02-12 00:00:00.000`0.0`1.45`12`0`
770428`TM`2024-04-08 00:00:00.000`0.0`0.80000000000000004`12`0`
770427`JT`2024-02-06 00:00:00.000`0.0`2.5299999999999998`0`0`
770427`JT`2024-02-08 00:00:00.000`0.0`0.66000000000000003`12`0`
770427`JT`2024-02-07 00:00:00.000`0.0`3.4300000000000002`0`0`
770427`JT`2024-02-07 00:00:00.000`0.0`0.66000000000000003`0`0`
770427`JT`2024-02-08 00:00:00.000`0.0`4.2199999999999998`0`0`
770427`JT`2024-04-04 00:00:00.000`0.0`2.3300000000000001`0`0`
770427`JT`2024-04-05 00:00:00.000`0.0`3.23`0`0`
770427`JT`2024-02-06 00:00:00.000`0.0`1.5`0`0`
770427`JT`2024-04-05 00:00:00.000`0.0`2.1699999999999999`0`0`
770427`JT`2024-04-06 00:00:00.000`0.0`3.3999999999999999`12`0`
770426`ITA`2024-02-09 00:00:00.000`0.0`2.0299999999999998`12`0`
770425`BS`2024-01-25 00:00:00.000`0.0`8.0000000000000002E-2`12`0`
770424`BS`2024-02-01 00:00:00.000`0.0`2.0`12`0`
770424`NV`2024-04-02 00:00:00.000`0.0`3.0`12`0`
770423`MGK`2024-01-25 00:00:00.000`0.0`0.16`12`0`
770423`AMH`2024-03-29 00:00:00.000`0.0`0.29999999999999999`12`0`
770121`KJR`2024-04-16 00:00:00.000`0.0`3.0`0`0`
770120`AE`2024-04-10 00:00:00.000`0.0`6.0`20`0`
770120`AE`2024-04-09 00:00:00.000`0.0`4.0`0`0`
770119`JZ`2024-04-05 00:00:00.000`0.0`2.0699999999999998`20`0`
770118`EU`2024-04-04 00:00:00.000`0.0`8.0`20`0`
770117`BS`2024-03-26 00:00:00.000`0.0`3.0`20`0`
770117`CA`2024-03-08 00:00:00.000`0.0`3.5699999999999998`0`0`
770117`BS`2024-03-11 00:00:00.000`0.0`4.0`0`0`
770117`BS`2024-03-25 00:00:00.000`0.0`4.0`0`0`
770116`AMH`2024-03-04 00:00:00.000`0.0`0.29999999999999999`20`0`
760879`NR`2024-04-15 00:00:00.000`0.0`0.67000000000000004`0`0`
760879`NR`2024-04-16 00:00:00.000`0.0`1.0`5`0`
760878`GV`2024-04-06 00:00:00.000`0.0`1.75`5`0`
760877`JRL`2024-04-02 00:00:00.000`0.0`0.67000000000000004`5`0`
759624`KJR`2024-04-09 00:00:00.000`0.0`4.7999999999999998`0`0`
759624`ITA`2024-04-09 00:00:00.000`0.0`3.0`0`0`
759624`DJH`2024-04-09 00:00:00.000`0.0`1.7`0`0`
759624`ITA`2024-04-12 00:00:00.000`0.0`2.0`0`0`
759623`JRL`2024-03-27 00:00:00.000`0.0`9.0`0`0`
759623`JRL`2024-03-28 00:00:00.000`0.0`1.0`0`0`
752592`CHK`2023-09-12 00:00:00.000`0.0`7.6500000000000004`0`0`
